id,created_at,updated_at
9584,01/03/2013 8:49:16,05/23/2013 23:23:11
9585,01/03/2013 8:50:55,05/23/2013 23:23:11
9586,01/03/2013 13:16:26,05/23/2013 23:23:11
9587,01/03/2013 13:20:14,05/23/2013 23:23:11
9588,01/03/2013 13:52:53,05/23/2013 23:23:11
9589,01/03/2013 14:01:13,05/23/2013 23:23:11
9590,01/03/2013 17:11:01,05/23/2013 23:23:11
9591,01/03/2013 17:11:26,05/23/2013 23:23:11
9592,01/03/2013 17:55:06,05/23/2013 23:23:11
9593,01/03/2013 18:09:25,05/23/2013 23:23:11
9594,01/03/2013 18:56:20,05/23/2013 23:23:11
9595,01/03/2013 19:10:27,05/23/2013 23:23:11
9596,01/03/2013 19:29:48,05/23/2013 23:23:11
9597,01/03/2013 19:33:06,05/23/2013 23:23:11
9598,01/03/2013 20:59:06,05/23/2013 23:23:11
9599,01/03/2013 21:20:05,07/03/2013 22:02:05
9600,01/03/2013 21:24:19,05/23/2013 23:23:11
9601,01/03/2013 22:00:30,05/23/2013 23:23:11
9602,01/03/2013 22:14:30,05/23/2013 23:23:11
9603,01/03/2013 22:15:04,05/23/2013 23:23:11
9604,01/03/2013 22:26:14,06/29/2013 3:25:01
9605,01/03/2013 22:34:26,05/23/2013 23:23:11
9606,01/03/2013 23:04:25,05/23/2013 23:23:11
9607,01/03/2013 23:19:02,06/04/2013 15:01:19
9608,01/03/2013 23:25:34,05/23/2013 23:23:11
9609,01/03/2013 23:33:34,06/16/2013 16:36:37
9610,01/04/2013 0:21:28,05/23/2013 23:23:11
9611,01/04/2013 1:41:40,05/23/2013 23:23:11
9612,01/04/2013 2:14:41,05/23/2013 23:23:11
9613,01/04/2013 2:32:48,05/23/2013 23:23:11
9614,01/04/2013 3:35:52,05/23/2013 23:23:11
9615,01/04/2013 3:39:49,05/23/2013 23:23:11
9616,01/04/2013 3:48:47,05/23/2013 23:23:11
9617,01/04/2013 4:06:28,06/24/2013 1:01:19
9618,01/04/2013 4:16:11,05/23/2013 23:23:11
9619,01/04/2013 4:31:05,05/23/2013 23:23:11
9620,01/04/2013 4:38:53,05/23/2013 23:23:12
9621,01/04/2013 4:44:33,05/23/2013 23:23:12
9622,01/04/2013 6:34:28,05/23/2013 23:23:12
9623,01/04/2013 6:47:40,05/23/2013 23:23:12
9624,01/04/2013 8:16:39,05/23/2013 23:23:12
9625,01/04/2013 9:39:21,05/23/2013 23:23:12
9626,01/04/2013 13:38:13,05/23/2013 23:23:12
9627,01/04/2013 14:09:53,05/23/2013 23:23:12
9628,01/04/2013 15:54:27,06/07/2013 18:12:56
9629,01/04/2013 17:11:24,05/23/2013 23:23:12
9630,01/04/2013 17:39:04,05/23/2013 23:23:12
9631,01/04/2013 17:51:59,05/23/2013 23:23:12
9632,01/04/2013 17:53:59,05/23/2013 23:23:12
9633,01/04/2013 17:55:06,05/23/2013 23:23:12
9634,01/04/2013 18:43:42,05/23/2013 23:23:12
9635,01/04/2013 18:57:33,05/23/2013 23:23:12
9636,01/04/2013 19:25:10,05/23/2013 23:23:12
9637,01/04/2013 19:28:48,05/23/2013 23:23:12
9638,01/04/2013 21:38:39,05/23/2013 23:23:12
9639,01/04/2013 21:39:47,05/23/2013 23:23:12
9640,01/04/2013 22:12:46,05/23/2013 23:23:12
9641,01/04/2013 22:15:40,05/23/2013 23:23:12
9642,01/04/2013 22:21:55,05/23/2013 23:23:12
9643,01/04/2013 23:53:55,05/23/2013 23:23:12
9644,01/04/2013 23:57:17,05/23/2013 23:23:12
9645,01/05/2013 0:00:59,05/23/2013 23:23:12
9646,01/05/2013 0:09:26,05/23/2013 23:23:12
9647,01/05/2013 0:48:32,05/23/2013 23:23:12
9648,01/05/2013 0:57:16,05/23/2013 23:23:12
9649,01/05/2013 1:02:29,05/23/2013 23:23:12
9650,01/05/2013 1:29:04,05/23/2013 23:23:12
9651,01/05/2013 2:03:44,05/23/2013 23:23:12
9652,01/05/2013 2:20:38,07/07/2013 3:41:25
9653,01/05/2013 3:11:00,05/29/2013 15:01:27
9654,01/05/2013 3:57:51,07/03/2013 2:30:03
9655,01/05/2013 5:08:41,05/23/2013 23:23:12
9656,01/05/2013 5:51:28,05/23/2013 23:23:12
9657,01/05/2013 5:56:22,05/23/2013 23:23:13
9658,01/05/2013 5:59:47,05/23/2013 23:23:13
9659,01/05/2013 0:30:00,05/23/2013 23:23:13
9660,01/05/2013 13:24:53,05/23/2013 23:23:13
9661,01/05/2013 17:06:39,05/23/2013 23:23:13
9662,01/05/2013 17:24:44,05/23/2013 23:23:13
9663,01/05/2013 17:37:00,05/23/2013 23:23:13
9664,01/05/2013 18:25:47,05/23/2013 23:23:13
9665,01/05/2013 18:58:25,05/23/2013 23:23:13
9666,01/05/2013 19:33:59,05/23/2013 23:23:13
9667,01/05/2013 19:48:27,07/08/2013 6:22:25
9668,01/05/2013 20:45:09,05/23/2013 23:23:13
9669,01/05/2013 22:11:17,05/23/2013 23:23:13
9670,01/05/2013 22:23:18,05/23/2013 23:23:13
9671,01/05/2013 22:36:24,05/23/2013 23:23:13
9672,01/05/2013 22:36:28,05/23/2013 23:23:13
9673,01/05/2013 23:57:01,05/23/2013 23:23:13
9674,01/06/2013 0:00:05,05/23/2013 23:23:13
9675,01/06/2013 0:22:42,05/23/2013 23:23:13
9676,01/06/2013 0:25:04,05/23/2013 23:23:13
9677,01/06/2013 0:32:54,05/23/2013 23:23:13
9678,01/06/2013 0:40:42,05/23/2013 23:23:13
9679,01/06/2013 0:46:01,05/23/2013 23:23:13
9680,01/06/2013 1:33:58,05/23/2013 23:23:13
9681,01/06/2013 2:24:07,06/27/2013 20:48:43
9682,01/06/2013 3:05:07,05/23/2013 23:23:13
9683,01/06/2013 3:06:52,05/23/2013 23:23:13
9684,01/06/2013 3:08:36,06/16/2013 2:37:19
9685,01/06/2013 3:17:22,05/23/2013 23:23:13
9686,01/06/2013 3:28:14,05/23/2013 23:23:13
9687,01/06/2013 6:57:01,05/23/2013 23:23:13
9688,01/06/2013 7:10:46,05/23/2013 23:23:13
9689,01/06/2013 7:33:07,05/23/2013 23:23:13
9690,01/06/2013 7:39:46,05/28/2013 8:42:09
9691,01/06/2013 7:53:40,07/04/2013 7:09:12
9692,01/06/2013 9:04:02,06/17/2013 4:37:43
9693,01/06/2013 9:51:22,05/23/2013 23:23:13
9694,01/06/2013 11:30:19,05/23/2013 23:23:13
9695,01/06/2013 11:39:29,05/23/2013 23:23:13
9696,01/06/2013 11:39:32,05/23/2013 23:23:13
9697,01/06/2013 17:41:02,05/23/2013 23:23:13
9698,01/06/2013 18:08:36,05/23/2013 23:23:13
9699,01/06/2013 18:12:53,05/23/2013 23:23:13
9700,01/06/2013 19:14:06,05/23/2013 23:23:13
9701,01/06/2013 19:36:19,05/23/2013 23:23:13
9702,01/06/2013 20:14:43,05/23/2013 23:23:14
9703,01/06/2013 20:21:15,05/23/2013 23:23:14
9704,01/06/2013 20:55:48,05/23/2013 23:23:14
9705,01/06/2013 21:26:06,05/23/2013 23:23:14
9706,01/06/2013 21:36:24,05/23/2013 23:23:14
9707,01/06/2013 21:47:26,05/23/2013 23:23:14
9708,01/06/2013 21:50:26,05/23/2013 23:23:14
9709,01/06/2013 22:03:29,05/23/2013 23:23:14
9710,01/06/2013 22:15:31,05/23/2013 23:23:14
9711,01/06/2013 22:28:07,05/23/2013 23:23:14
9712,01/06/2013 23:04:20,05/23/2013 23:23:14
9713,01/06/2013 23:06:15,05/23/2013 23:23:14
9714,01/06/2013 23:11:54,07/03/2013 15:02:07
9715,01/06/2013 23:26:53,05/23/2013 23:23:14
9716,01/06/2013 23:33:01,05/23/2013 23:23:14
9717,01/06/2013 23:33:24,05/23/2013 23:23:14
9718,01/07/2013 0:15:44,05/23/2013 23:23:14
9719,01/07/2013 0:21:53,05/23/2013 23:23:14
9720,01/07/2013 0:28:08,05/23/2013 23:23:14
9721,01/07/2013 0:34:07,05/23/2013 23:23:14
9722,01/07/2013 1:08:15,05/23/2013 23:23:14
9723,01/07/2013 1:09:15,05/23/2013 23:23:14
9724,01/07/2013 1:09:27,05/23/2013 23:23:14
9725,01/07/2013 1:11:39,05/23/2013 23:23:14
9726,01/07/2013 1:12:09,05/23/2013 23:23:14
9727,01/07/2013 1:12:23,05/23/2013 23:23:14
9728,01/07/2013 1:13:00,05/23/2013 23:23:14
9729,01/07/2013 1:15:17,05/23/2013 23:23:14
9730,01/07/2013 1:18:44,05/23/2013 23:23:14
9731,01/07/2013 1:21:26,07/03/2013 19:27:50
9732,01/07/2013 1:23:50,05/23/2013 23:23:14
9733,01/07/2013 1:24:04,05/23/2013 23:23:14
9734,01/07/2013 1:24:47,05/23/2013 23:23:14
9735,01/07/2013 1:37:41,05/23/2013 23:23:14
9736,01/07/2013 1:40:56,05/23/2013 23:23:14
9737,01/07/2013 1:42:52,05/23/2013 23:23:14
9738,01/07/2013 1:49:56,05/23/2013 23:23:14
9739,01/07/2013 2:07:48,05/23/2013 23:23:14
9740,01/07/2013 2:15:36,05/23/2013 23:23:14
9741,01/07/2013 2:49:22,05/23/2013 23:23:14
9742,01/07/2013 2:52:26,05/23/2013 23:23:14
9743,01/07/2013 3:11:05,05/23/2013 23:23:15
9744,01/07/2013 3:12:18,05/23/2013 23:23:15
9745,01/07/2013 3:15:09,05/23/2013 23:23:15
9746,01/07/2013 3:48:01,05/23/2013 23:23:15
9747,01/07/2013 3:53:06,05/23/2013 23:23:15
9748,01/07/2013 3:56:15,05/23/2013 23:23:15
9749,01/07/2013 3:59:03,05/23/2013 23:23:15
9750,01/07/2013 4:15:25,05/23/2013 23:23:15
9751,01/07/2013 4:15:53,05/23/2013 23:23:15
9752,01/07/2013 4:33:30,05/23/2013 23:23:15
9753,01/07/2013 5:10:36,05/23/2013 23:23:15
9754,01/07/2013 5:20:55,05/23/2013 23:23:15
9755,01/07/2013 5:30:24,05/23/2013 23:23:15
9756,01/07/2013 5:45:57,05/28/2013 15:01:14
9757,01/07/2013 7:28:59,05/23/2013 23:23:15
9758,01/07/2013 7:38:42,05/23/2013 23:23:15
9759,01/07/2013 7:58:28,05/23/2013 23:23:15
9760,01/07/2013 8:00:38,05/23/2013 23:23:15
9761,01/07/2013 8:03:05,05/23/2013 23:23:15
9762,01/07/2013 8:12:40,05/23/2013 23:23:15
9763,01/07/2013 8:44:00,07/04/2013 1:26:10
9764,01/07/2013 9:06:14,05/23/2013 23:23:15
9765,01/07/2013 9:55:57,05/23/2013 23:23:15
9766,01/07/2013 10:51:25,05/23/2013 23:23:15
9767,01/07/2013 11:12:30,05/23/2013 23:23:15
9768,01/07/2013 14:20:58,05/23/2013 23:23:15
9769,01/07/2013 15:28:57,05/23/2013 23:23:15
9770,01/07/2013 15:31:36,05/23/2013 23:23:15
9771,01/07/2013 15:56:44,05/23/2013 23:23:16
9772,01/07/2013 16:14:23,07/06/2013 21:40:29
9773,01/07/2013 16:43:08,05/23/2013 23:23:16
9774,01/07/2013 18:40:29,05/23/2013 23:23:16
9775,01/07/2013 19:37:02,05/23/2013 23:23:16
9776,01/07/2013 19:43:01,05/23/2013 23:23:16
9777,01/07/2013 20:34:35,05/23/2013 23:23:16
9778,01/07/2013 20:36:58,05/23/2013 23:23:16
9779,01/07/2013 20:39:12,05/23/2013 23:23:16
9780,01/07/2013 20:40:07,05/23/2013 23:23:16
9781,01/07/2013 20:44:33,05/23/2013 23:23:16
9782,01/07/2013 21:18:45,05/23/2013 23:23:16
9783,01/07/2013 21:21:41,06/13/2013 17:27:05
9784,01/07/2013 22:12:09,05/23/2013 23:23:16
9785,01/07/2013 22:54:02,05/23/2013 23:23:16
9786,01/07/2013 23:15:14,05/23/2013 23:23:16
9787,01/07/2013 23:17:52,06/15/2013 1:31:59
9788,01/07/2013 23:24:49,05/27/2013 1:58:50
9789,01/07/2013 23:33:16,05/23/2013 23:23:16
9790,01/07/2013 23:35:35,07/05/2013 19:51:22
9791,01/08/2013 0:12:55,05/23/2013 23:23:16
9792,01/08/2013 0:39:38,05/23/2013 23:23:16
9793,01/08/2013 1:00:22,06/13/2013 17:18:21
9794,01/08/2013 1:02:29,05/23/2013 23:23:16
9795,01/08/2013 1:22:14,05/23/2013 23:23:16
9796,01/08/2013 1:39:00,05/23/2013 23:23:16
9797,01/08/2013 1:52:15,05/23/2013 23:23:16
9798,01/08/2013 1:58:59,05/23/2013 23:23:16
9799,01/08/2013 1:59:16,05/23/2013 23:23:16
9800,01/08/2013 2:18:00,05/23/2013 23:23:16
9801,01/08/2013 2:37:41,05/23/2013 23:23:16
9802,01/08/2013 2:50:21,05/23/2013 23:23:16
9803,01/08/2013 3:11:35,05/23/2013 23:23:16
9804,01/08/2013 3:21:17,05/23/2013 23:23:16
9805,01/08/2013 3:21:23,05/23/2013 23:23:16
9806,01/08/2013 3:36:07,05/23/2013 23:23:16
9807,01/08/2013 4:12:01,05/23/2013 23:23:16
9808,01/08/2013 4:14:30,07/07/2013 15:00:44
9809,01/08/2013 4:45:31,05/23/2013 23:23:16
9810,01/08/2013 4:57:55,06/15/2013 0:01:35
9811,01/08/2013 5:24:33,05/23/2013 23:23:17
9812,01/08/2013 5:58:08,05/23/2013 23:23:17
9813,01/08/2013 9:01:02,05/23/2013 23:23:17
9814,01/08/2013 0:12:53,05/23/2013 23:23:17
9815,01/08/2013 14:36:53,05/23/2013 23:23:17
9816,01/08/2013 17:05:02,05/23/2013 23:23:17
9817,01/08/2013 17:16:50,05/23/2013 23:23:17
9818,01/08/2013 18:05:53,05/23/2013 23:23:17
9819,01/08/2013 18:33:30,05/23/2013 23:23:17
9820,01/08/2013 19:55:02,05/23/2013 23:23:17
9821,01/08/2013 20:00:44,05/23/2013 23:23:17
9822,01/08/2013 20:13:49,05/23/2013 23:23:17
9823,01/08/2013 20:35:43,05/23/2013 23:23:17
9824,01/08/2013 21:31:27,05/23/2013 23:23:17
9825,01/08/2013 21:32:11,05/23/2013 23:23:17
9826,01/08/2013 21:49:34,05/23/2013 23:23:17
9827,01/08/2013 21:54:54,06/13/2013 18:56:27
9828,01/08/2013 22:51:05,05/23/2013 23:23:17
9829,01/08/2013 23:32:20,05/23/2013 23:23:17
9830,01/08/2013 23:35:09,05/23/2013 23:23:17
9831,01/09/2013 0:04:54,05/23/2013 23:23:17
9832,01/09/2013 0:16:49,07/02/2013 7:48:17
9833,01/09/2013 0:38:26,05/23/2013 23:23:17
9834,01/09/2013 0:40:16,05/23/2013 23:23:17
9835,01/09/2013 1:30:31,05/23/2013 23:23:17
9836,01/09/2013 1:58:37,05/23/2013 23:23:17
9837,01/09/2013 2:29:54,05/23/2013 23:23:17
9838,01/09/2013 3:18:54,05/23/2013 23:23:17
9839,01/09/2013 3:35:37,05/23/2013 23:23:17
9840,01/09/2013 4:11:47,05/23/2013 23:23:17
9841,01/09/2013 5:26:55,05/23/2013 23:23:17
9842,01/09/2013 6:07:54,05/23/2013 23:23:17
9843,01/09/2013 7:43:21,05/23/2013 23:23:17
9844,01/09/2013 8:33:09,05/23/2013 23:23:17
9845,01/09/2013 8:55:23,05/23/2013 23:23:17
9846,01/09/2013 9:26:59,07/06/2013 15:02:56
9847,01/09/2013 10:07:30,05/23/2013 23:23:18
9848,01/09/2013 11:19:51,05/23/2013 23:23:18
9849,01/09/2013 0:27:27,05/23/2013 23:23:18
9850,01/09/2013 14:29:12,05/23/2013 23:23:18
9851,01/09/2013 14:35:14,05/23/2013 23:23:18
9852,01/09/2013 15:57:26,05/23/2013 23:23:18
9853,01/09/2013 16:42:20,06/13/2013 14:00:45
9854,01/09/2013 17:00:55,05/23/2013 23:23:18
9855,01/09/2013 18:33:08,05/23/2013 23:23:18
9856,01/09/2013 18:50:49,05/23/2013 23:23:18
9857,01/09/2013 18:55:23,05/23/2013 23:23:18
9858,01/09/2013 18:55:46,05/23/2013 23:23:18
9859,01/09/2013 19:10:42,06/18/2013 5:39:13
9860,01/09/2013 19:48:45,06/19/2013 1:54:03
9861,01/09/2013 20:29:11,05/23/2013 23:23:18
9862,01/09/2013 20:42:29,05/23/2013 23:23:18
9863,01/09/2013 21:20:25,05/23/2013 23:23:18
9864,01/09/2013 21:27:40,05/23/2013 23:23:18
9865,01/09/2013 21:30:12,05/23/2013 23:23:18
9866,01/09/2013 21:33:38,05/23/2013 23:23:18
9867,01/09/2013 21:41:57,05/23/2013 23:23:18
9868,01/09/2013 21:54:38,05/23/2013 23:23:18
9869,01/09/2013 21:58:02,05/23/2013 23:23:18
9870,01/09/2013 22:09:51,05/23/2013 23:23:18
9871,01/09/2013 22:16:34,05/23/2013 23:23:18
9872,01/09/2013 22:16:36,05/23/2013 23:23:18
9873,01/09/2013 22:21:31,05/23/2013 23:23:18
9874,01/09/2013 22:25:24,05/23/2013 23:23:18
9875,01/09/2013 22:36:33,05/23/2013 23:23:18
9876,01/09/2013 22:38:48,05/23/2013 23:23:18
9877,01/09/2013 22:48:53,05/23/2013 23:23:18
9878,01/09/2013 22:50:38,05/23/2013 23:23:18
9879,01/09/2013 22:52:58,05/23/2013 23:23:18
9880,01/09/2013 23:09:17,05/23/2013 23:23:18
9881,01/09/2013 23:14:16,06/04/2013 20:25:51
9882,01/09/2013 23:26:10,05/23/2013 23:23:18
9883,01/09/2013 23:30:18,07/07/2013 15:00:44
9884,01/09/2013 23:36:33,05/23/2013 23:23:18
9885,01/09/2013 23:44:59,06/14/2013 23:40:30
9886,01/09/2013 23:45:49,05/23/2013 23:23:18
9887,01/09/2013 23:53:20,05/23/2013 23:23:18
9888,01/09/2013 23:56:47,07/08/2013 1:59:01
9889,01/10/2013 0:05:08,05/23/2013 23:23:19
9890,01/10/2013 0:09:57,05/23/2013 23:23:19
9891,01/10/2013 0:10:08,05/23/2013 23:23:19
9892,01/10/2013 0:11:58,05/23/2013 23:23:19
9893,01/10/2013 0:15:43,05/23/2013 23:23:19
9894,01/10/2013 0:22:45,05/23/2013 23:23:19
9895,01/10/2013 0:25:06,06/24/2013 15:00:47
9896,01/10/2013 0:29:07,05/23/2013 23:23:19
9897,01/10/2013 0:43:37,05/23/2013 23:23:19
9898,01/10/2013 0:47:51,05/23/2013 23:23:19
9899,01/10/2013 0:47:59,05/23/2013 23:23:19
9900,01/10/2013 0:53:00,06/13/2013 15:01:15
9901,01/10/2013 0:55:12,05/23/2013 23:23:19
9902,01/10/2013 0:57:12,05/23/2013 23:23:19
9903,01/10/2013 1:06:59,05/23/2013 23:23:19
9904,01/10/2013 1:13:11,05/23/2013 23:23:19
9905,01/10/2013 1:25:55,05/23/2013 23:23:19
9906,01/10/2013 1:26:10,05/23/2013 23:23:19
9907,01/10/2013 1:31:19,06/09/2013 14:52:30
9908,01/10/2013 1:42:22,05/23/2013 23:23:19
9909,01/10/2013 1:53:12,05/23/2013 23:23:19
9910,01/10/2013 2:17:12,05/23/2013 23:23:19
9911,01/10/2013 2:50:23,05/23/2013 23:23:19
9912,01/10/2013 3:07:36,06/14/2013 14:54:51
9913,01/10/2013 3:12:11,05/23/2013 23:23:19
9914,01/10/2013 3:12:31,05/23/2013 23:23:19
9915,01/10/2013 3:20:07,05/23/2013 23:23:19
9916,01/10/2013 3:21:37,05/23/2013 23:23:19
9917,01/10/2013 3:40:23,05/23/2013 23:23:19
9918,01/10/2013 4:01:49,05/23/2013 23:23:19
9919,01/10/2013 4:16:23,05/23/2013 23:23:19
9920,01/10/2013 4:28:31,05/23/2013 23:23:19
9921,01/10/2013 4:36:45,05/23/2013 23:23:20
9922,01/10/2013 5:03:37,05/23/2013 23:23:20
9923,01/10/2013 5:48:32,05/23/2013 23:23:20
9924,01/10/2013 5:56:17,05/23/2013 23:23:20
9925,01/10/2013 5:56:18,05/23/2013 23:23:20
9926,01/10/2013 6:02:39,05/23/2013 23:23:20
9927,01/10/2013 6:25:43,05/23/2013 23:23:20
9928,01/10/2013 6:34:28,05/23/2013 23:23:20
9929,01/10/2013 6:46:18,05/23/2013 23:23:20
9930,01/10/2013 7:10:42,05/23/2013 23:23:20
9931,01/10/2013 7:17:01,05/23/2013 23:23:20
9932,01/10/2013 7:18:01,05/23/2013 23:23:20
9933,01/10/2013 7:38:46,05/23/2013 23:23:20
9934,01/10/2013 7:58:03,05/23/2013 23:23:20
9935,01/10/2013 8:08:27,05/23/2013 23:23:20
9936,01/10/2013 9:38:21,05/23/2013 23:23:20
9937,01/10/2013 11:54:09,05/23/2013 23:23:20
9938,01/10/2013 0:20:59,05/23/2013 23:23:20
9939,01/10/2013 0:47:51,05/23/2013 23:23:20
9940,01/10/2013 13:10:01,05/23/2013 23:23:20
9941,01/10/2013 13:21:37,05/23/2013 23:23:20
9942,01/10/2013 13:21:51,05/23/2013 23:23:20
9943,01/10/2013 13:22:55,05/23/2013 23:23:20
9944,01/10/2013 13:26:42,07/03/2013 15:02:13
9945,01/10/2013 14:49:43,05/23/2013 23:23:20
9946,01/10/2013 15:06:58,05/23/2013 23:23:20
9947,01/10/2013 15:37:38,05/23/2013 23:23:20
9948,01/10/2013 16:21:09,05/23/2013 23:23:20
9949,01/10/2013 16:43:06,05/23/2013 23:23:20
9950,01/10/2013 16:58:23,05/23/2013 23:23:20
9951,01/10/2013 17:49:14,05/23/2013 23:23:20
9952,01/10/2013 18:15:12,05/23/2013 23:23:20
9953,01/10/2013 18:18:17,05/23/2013 23:23:20
9954,01/10/2013 18:19:04,05/23/2013 23:23:20
9955,01/10/2013 18:25:21,05/23/2013 23:23:20
9956,01/10/2013 18:27:56,05/23/2013 23:23:20
9957,01/10/2013 18:28:53,05/23/2013 23:23:20
9958,01/10/2013 19:06:16,05/23/2013 23:23:20
9959,01/10/2013 19:12:47,05/23/2013 23:23:20
9960,01/10/2013 19:14:48,05/23/2013 23:23:21
9961,01/10/2013 19:15:17,05/23/2013 23:23:21
9962,01/10/2013 19:16:52,05/23/2013 23:23:21
9963,01/10/2013 19:19:01,05/23/2013 23:23:21
9964,01/10/2013 19:23:15,05/23/2013 23:23:21
